,Language,Meaning,Phonological Form,Cognate Class,cc
97,Danish Fjolde,sleep,sɔːw,C,sleep:C
99,Gutnish Lau,sleep,ˈsɪːvɛ,C,sleep:C
101,English,sleep,sli:p,C,sleep:C
102,Frisian,sleep,'sli.əpə,C,sleep:C
103,Dutch,sleep,'slapə(n),C,sleep:C
108,German,sleep,ʃla:fn̩,C,sleep:C
113,Latin,sleep,dorˈmiːre,E,sleep:E
115,Catalan,sleep,duɾ'mi,E,sleep:E
116,Portuguese,sleep,duɾˈmiɾ,E,sleep:E
117,Spanish,sleep,doɾ'miɾ,E,sleep:E
123,French,sleep,doʀmiʀ,E,sleep:E
129,Italian,sleep,dor'mire,E,sleep:E
132,Old Irish,sleep,konˈtulʹi,H,sleep:H
133,Middle Cornish,sleep,'kɔska,F,sleep:F
15,Ancient Greek,bad,kakós,Be,bad:Be
16,Greek,bad,kaˈko̞s,Be,bad:Be
19,Classical Armenian,bad,vɑt,Bc/P,bad:Bc/P
20,Armenian Eastern,bad,vɑt,Bc,bad:Bc
38,Ossetic,bad,ævzær,Ab,bad:Ab
39,Ossetic Iron,bad,ɐvžɐr,Ab,bad:Ab
40,Ossetic Digor,bad,lɐʁuz,An,bad:An
47,Assamese,bad,beyā,Al,bad:Al
48,Oriya,bad,khɔrap(ɔ),A,bad:A
50,Bihari,bad,khərap,A,bad:A
51,Magahi,bad,kʰərɑb,A,bad:A
56,Urdu,bad,bʊɾɑ,W,bad:W
57,Urdu,bad,χəɾɑb,A,bad:A
65,Marathi,bad,wa͜i:ʈ,As,bad:As
71,Old Church Slavonic,bad,zʊ̆lʊ̆,G,bad:G
72,Serbo-Croatian,bad,lɔ̂ʃ,F,bad:F
73,Bulgarian,bad,ɫɔʃ,F,bad:F
74,Macedonian,bad,loʃ,F,bad:F
75,Russian,bad,pɫɔˈxɔj,Az,bad:Az
76,Polish,bad,zwɘ̟,G,bad:G
77,Belarusian,bad,ˈdrɛnnɨ,Ba,bad:Ba
78,Ukrainian,bad,pɔˈɦanɪj,Ay,bad:Ay
79,Slovak,bad,zliː,G,bad:G
80,Czech,bad,ˈʃpatniː,Bb,bad:Bb
81,Sorbian Upper,bad,ˈʃpatnɘ̟,Bb,bad:Bb
82,Sorbian Lower,bad,ˈʂpatnɘ̟,Bb,bad:Bb
83,Slovenian,bad,slab,Bd,bad:Bd
89,Old Norse,bad,vaːndr,Q,bad:Q
90,Old Norse,bad,ˈdaːliɣr,M,bad:M
91,Old Norse,bad,ilːr,R,bad:R
92,Icelandic,bad,ˈljɛːlɛɡ̊ʏr,R,bad:R
93,Icelandic,bad,ˈɪd̥lʏr,R,bad:R
94,Icelandic,bad,ˈvɔnd̥ʏr,Q,bad:Q
95,Faroese,bad,ˈɪd̥lʊɹ,R,bad:R
96,Faroese,bad,ˈœnd̥ʊɹ,Q,bad:Q
97,Norwegian Riksmal,bad,ˈɪ̀lːə,R,bad:R
98,Norwegian Riksmal,bad,ʋɔnː,Q,bad:Q
99,Norwegian Riksmal,bad,ˈdòːɭɪ,M,bad:M
100,Stavangersk,bad,ˈfɪlːə,Av,bad:Av
101,Stavangersk,bad,ˈdòːʁlɪɡə,M,bad:M
102,Stavangersk,bad,ˈɪ̀dla,R,bad:R
103,Stavangersk,bad,ˈʋunːə,Q,bad:Q
104,Old Swedish,bad,ˈilder,R,bad:R
105,Old Swedish,bad,ˈonder,Q,bad:Q
106,Swedish,bad,ˈʉ:səl,Aw,bad:Aw
107,Swedish,bad,ɪ̀lːa,R,bad:R
108,Swedish,bad,und,Q,bad:Q
109,Swedish,bad,ˈdòːlɪ(ɡ),M,bad:M
113,Elfdalian,bad,dɔ̀ːlɪn,M,bad:M
116,Danish,bad,ɔnˀ,Q,bad:Q
117,Danish,bad,ˈilə,R,bad:R
118,Danish,bad,ˈdɒːli,M,bad:M
119,Danish Fjolde,bad,ilʲ,R,bad:R
120,Danish Fjolde,bad,ɹeŋ,Ax,bad:Ax
121,Danish Fjolde,bad,uːnʲ,Q,bad:Q
124,Gutnish Lau,bad,ˈoundar,Q,bad:Q
125,Gutnish Lau,bad,ˈdoːlɪr,M,bad:M
126,Gutnish Lau,bad,ˈɪlːɛ,R,bad:R
128,English,bad,bæd,T,bad:T
130,Frisian,bad,bar,H,bad:H
132,Dutch,bad,slɛχt,B,bad:B
138,German,bad,ʃlɛçt,B,bad:B
144,Latin,bad,ˈmalus,D,bad:D
145,Catalan,bad,mal,D,bad:D
146,Portuguese,bad,maw,D,bad:D
147,Spanish,bad,'malo,D,bad:D
153,French,bad,mɔvɛ,D,bad:D
162,Italian,bad,kat'tivo,V,bad:V
166,Old Irish,bad,olk,J,bad:J
167,Old Irish,bad,drox,O,bad:O
168,Middle Cornish,bad,bad,T,bad:T
169,Middle Cornish,bad,drɔ:g,O,bad:O
170,Middle Breton,bad,ˈdruːk,O,bad:O
171,Middle Breton,bad,ˈgoalː,L,bad:L
172,Breton,bad,ˈgwalː,L,bad:L
173,Breton,bad,ˈdruːk,O,bad:O
174,Breton,bad,ˈfalː,E,bad:E
177,Irish,bad,d̪ˠoːn̪ˠə,Aa,bad:Aa
13,Ancient Greek,good,aɡatʰós,Af,good:Af
14,Ancient Greek,good,kalós,I,good:I
15,Ancient Greek,good,eu̯-,S,good:S
18,Greek,good,kaˈlo̞s,I,good:I
19,Greek,good,aɣaˈθos,Af,good:Af
21,Classical Armenian,good,bari,U,good:U
22,Classical Armenian,good,law,D,good:D
23,Armenian Eastern,good,lɑv,D,good:D
47,Ossetic,good,χorz,M,good:M
48,Ossetic Iron,good,χorž,M,good:M
49,Ossetic Digor,good,χʷarz,M,good:M
63,Oriya,good,bhɔlɔ,E,good:E
66,Bihari,good,nik,An,good:An
67,Bihari,good,barhĩyã,Al,good:Al
68,Magahi,good,bəɽĩjɑ,Al,good:Al
69,Magahi,good,nimən,Am,good:Am
74,Urdu,good,"ʔəʧʰɑ, bʰəlɑ",E/P,good:E/P
82,Marathi,good,'tsaŋglə,K,good:K
86,Old Church Slavonic,good,dɔbrʊ̆,H,good:H
87,Serbo-Croatian,good,ˈdɔ̂bar,H,good:H
88,Bulgarian,good,duˈbɤr,H,good:H
89,Macedonian,good,ˈdobar,H,good:H
90,Russian,good,xa'rɔʂɨj,At,good:At
91,Polish,good,ˈdɔbrɘ̟,H,good:H
92,Belarusian,good,ˈdɔbrɨ,H,good:H
93,Ukrainian,good,xɔˈrɔʂɪj,At,good:At
94,Slovak,good,ˈdɔbriː,H,good:H
95,Czech,good,ˈdɔbriː,H,good:H
96,Sorbian Upper,good,ˈdɔbʀɘ̟,H,good:H
97,Sorbian Lower,good,ˈdɔbrɘ̟,H,good:H
98,Slovenian,good,ˈdǒːbər,H,good:H
102,Old Norse,good,ɡoːðr,B,good:B
103,Icelandic,good,ˈɡ̊ouːðʏr,B,good:B
104,Faroese,good,ˈɡ̊ɔuːwʊɹ,B,good:B
105,Norwegian Riksmal,good,bɾaː,Ag,good:Ag
106,Norwegian Riksmal,good,ɡuː,B,good:B
107,Stavangersk,good,ˈɡuːə,B,good:B
108,Stavangersk,good,bʁɑː,Ag,good:Ag
109,Old Swedish,good,ˈɡoːðer,B,good:B
110,Swedish,good,gu:(d),B,good:B
111,Swedish,good,brɑː,Ag,good:Ag
114,Elfdalian,good,brɑː,Ag,good:Ag
116,Danish,good,g̥oˀ,B,good:B
117,Danish Fjolde,good,ɡuo,B,good:B
119,Gutnish Lau,good,ˈbrɑːar,Ag,good:Ag
120,Gutnish Lau,good,ɡour,B,good:B
122,English,good,gʊd,B,good:B
124,Dutch,good,ɣut,B,good:B
129,German,good,gu:t,B,good:B
137,Latin,good,ˈbonus,F,good:F
138,Catalan,good,bɔ,F,good:F
139,Portuguese,good,bõ,F,good:F
140,Spanish,good,'bweno,F,good:F
146,French,good,bɔ̃,F,good:F
152,Italian,good,'bwɔno,F,good:F
158,Old Irish,good,daɣ,O,good:O
159,Old Irish,good,maθʹ,G,good:G
162,Middle Cornish,good,da:,O,good:O
163,Middle Cornish,good,ma:z,G,good:G
166,Middle Breton,good,ˈmaːt,G,good:G
168,Breton,good,ˈmaːt,G,good:G
173,Irish,good,"mˠa, mˠah, mˠaɪ, mˠaɪh",G,good:G
15,Ancient Greek,know,óì̯da,F,know:F
19,Greek,know,ˈkse̞ro̞,G,know:G
22,Classical Armenian,know,gitem,F,know:F
23,Armenian Eastern,know,gitɛˈnɑl,F,know:F
43,Ossetic,know,zonɨn,A,know:A
44,Ossetic,know,fæsmærun,P,know:P
45,Ossetic Iron,know,žon-,A,know:A
46,Ossetic Digor,know,zon-,A,know:A
53,Assamese,know,zan,A,know:A
54,Oriya,know,jaɳ-,A,know:A
56,Bihari,know,janəb,A,know:A
57,Magahi,know,ɟɑnnɑ,A,know:A
61,Urdu,know,ʤɑnnə,A,know:A
66,Marathi,know,'maɦit əs'ɳe,N,know:N
67,Marathi,know,'dzaɳɳe,A,know:A
71,Old Church Slavonic,know,vædæti,F,know:F
72,Serbo-Croatian,know,ˈznâti,A,know:A
73,Bulgarian,know,ˈznajə,A,know:A
74,Macedonian,know,ˈzna.ɛ,A,know:A
75,Russian,know,znatʲ,A,know:A
76,Polish,know,ˈvjɛdʑɛtɕ,F,know:F
77,Belarusian,know,ˈvʲɛdatsʲ,F,know:F
78,Ukrainian,know,znatɪ,A,know:A
79,Slovak,know,ˈvɛɟiɛc,F,know:F
80,Czech,know,ˈvjɛɟɛt,F,know:F
81,Sorbian Upper,know,wedʒɛtʃ,F,know:F
82,Sorbian Lower,know,ˈwɪʑeɕ,F,know:F
83,Slovenian,know,ˈvěːdɛti,F,know:F
87,Old Norse,know,ˈviːta,F,know:F
88,Icelandic,know,ˈvɪːta,F,know:F
89,Faroese,know,ˈviːta,F,know:F
90,Norwegian Riksmal,know,ˈʋìːtə,F,know:F
91,Stavangersk,know,ˈʋèːda,F,know:F
92,Old Swedish,know,ˈviːta,F,know:F
93,Swedish,know,ˈvè:ta,F,know:F
97,Elfdalian,know,ˈwɪ̀tɔ,F,know:F
98,Danish,know,ˈvi:ðə,F,know:F
99,Danish Fjolde,know,veːɹ,F,know:F
101,Gutnish Lau,know,ˈvɪːtɛ,F,know:F
103,English,know,nəʊ,A,know:A
104,Frisian,know,'vɪtə,F,know:F
105,Dutch,know,'wetə(n),F,know:F
110,German,know,'vɪsn̩,F,know:F
115,Latin,know,ˈskiːre,D,know:D
116,Latin,know,ˈnoːskere,A,know:A
117,Catalan,know,ku'nɛʃə,A,know:A
118,Catalan,know,sə'βe,C,know:C
121,Portuguese,know,sɐˈbeɾ,C,know:C
122,Spanish,know,sa'βeɾ,C,know:C
128,French,know,savwaʀ,C,know:C
137,Italian,know,sa'pere,C,know:C
141,Old Irish,know,roˈɸʹidərʹ,F,know:F
142,Middle Cornish,know,'æʤɐn,A,know:A
143,Middle Cornish,know,'gɔθfɔs,F,know:F
145,Middle Breton,know,ˈguːðut,F,know:F
146,Breton,know,ˈguːzut,F,know:F
149,Irish,know,fʲɪsˠ,F,know:F
12,Ancient Greek,rightside,deksiós,G,rightside:G
13,Greek,rightside,ðe̞ˌksiˈo̞s,G,rightside:G
15,Classical Armenian,rightside,aǰ,H,rightside:H
16,Armenian Eastern,rightside,ɑʧʰ,H,rightside:H
30,Ossetic,rightside,rast,R,rightside:R
32,Ossetic Iron,rightside,raχiž,R,rightside:R
33,Ossetic Digor,rightside,raχes,R,rightside:R
38,Assamese,rightside,xõ,C,rightside:C
39,Oriya,rightside,ɖahanɔ,G,rightside:G
41,Bihari,rightside,dəhina,G,rightside:G
42,Magahi,rightside,d̪əhinɑ t̪ərəpʰ,G,rightside:G
46,Urdu,rightside,"d̪ɑjɑ̃, hɑt̪ʰ",A,rightside:A
47,Urdu,rightside,sid̪ʰe,P,rightside:P
57,Old Church Slavonic,rightside,dɛsnʊ̆,G,rightside:G
58,Serbo-Croatian,rightside,ˈdɛ̌sniː,G,rightside:G
59,Bulgarian,rightside,dɘˈsɛn,G,rightside:G
60,Macedonian,rightside,ˈdesɛn,G,rightside:G
61,Russian,rightside,'pravɨj,L,rightside:L
62,Polish,rightside,ˈpravɘ̟,L,rightside:L
63,Belarusian,rightside,ˈpravɨ,L,rightside:L
64,Ukrainian,rightside,ˈpravɪj,L,rightside:L
65,Slovak,rightside,ˈpraviː,L,rightside:L
66,Czech,rightside,ˈpraviː,L,rightside:L
67,Sorbian Upper,rightside,ˈpʀawɘ̟,L,rightside:L
68,Sorbian Lower,rightside,ˈpʂawɘ̟,L,rightside:L
69,Slovenian,rightside,děːsni,G,rightside:G
73,Old Norse,rightside,ˈhøːɡri,M,rightside:M
74,Icelandic,rightside,ˈhaiɣrɪ,M,rightside:M
75,Faroese,rightside,ˈhøːɡ̊ɹɪ,M,rightside:M
76,Norwegian Riksmal,rightside,ˈhœʏɾə,M,rightside:M
77,Stavangersk,rightside,"ˈhʏ̀ɡʁə,ˈhœɪ̀ʁə",M,rightside:M
78,Old Swedish,rightside,ˈhøːɡre,M,rightside:M
79,Swedish,rightside,ˈhø:gər,M,rightside:M
82,Elfdalian,rightside,ýːœgɛr,M,rightside:M
83,Danish,rightside,ˈhʌjʁʌ,M,rightside:M
84,Danish Fjolde,rightside,ˈhøjəɹ,M,rightside:M
85,Gutnish Lau,rightside,ˈhyːɡar,M,rightside:M
87,English,rightside,raɪt,D,rightside:D
88,Dutch,rightside,"rɛχts, 'rɛχtər",D,rightside:D
93,German,rightside,rɛçt,D,rightside:D
101,Latin,rightside,ˈdekster,G,rightside:G
102,Catalan,rightside,dɾɛt,D,rightside:D
103,Portuguese,rightside,diˈɾejtɐ,D,rightside:D
104,Spanish,rightside,de'ɾeʧa,D,rightside:D
110,French,rightside,dʀwɑ,D,rightside:D
118,Italian,rightside,'dɛstro,G,rightside:G
123,Old Irish,rightside,dʹes,G,rightside:G
124,Middle Cornish,rightside,'dɪhɔʊ,G,rightside:G
125,Middle Breton,rightside,"ˈdeːhow, ˈdehaw",G,rightside:G
126,Breton,rightside,"ˈdeːhoʷ, ˈdeː(h)u",G,rightside:G
128,Irish,rightside,dʲas,G,rightside:G
9,Ancient Greek,flower,ántʰos,D,flower:D
10,Greek,flower,luˈluði,C,flower:C
13,Armenian Eastern,flower,ʦɑˈʁik,K,flower:K
28,Ossetic,flower,didinæɡ,G,flower:G
29,Ossetic Iron,flower,didinɐg,G,flower:G
30,Ossetic Digor,flower,dedenɐg,G,flower:G
36,Assamese,flower,phul,E,flower:E
37,Oriya,flower,phulɔ,E,flower:E
39,Bihari,flower,phul,E,flower:E
40,Magahi,flower,pʰul,E,flower:E
44,Urdu,flower,pʰul,E,flower:E
49,Marathi,flower,pʰu:l,E,flower:E
54,Old Church Slavonic,flower,tsʲvætʊ̆,F,flower:F
55,Serbo-Croatian,flower,tsvjɛ̂ːt,F,flower:F
56,Bulgarian,flower,ˈtsvɛtɘ,F,flower:F
57,Macedonian,flower,ˈtsvecɛ,F,flower:F
58,Russian,flower,tsvʲɛt,F,flower:F
59,Polish,flower,kfjat,F,flower:F
60,Belarusian,flower,kvʲɛtka,F,flower:F
61,Ukrainian,flower,ˈkʋitka,F,flower:F
62,Slovak,flower,kvɛt,F,flower:F
63,Czech,flower,kvjɛt,F,flower:F
64,Sorbian Upper,flower,ˈkwɪtka,F,flower:F
65,Sorbian Lower,flower,kwɪtk,F,flower:F
66,Slovenian,flower,tsvêːt,F,flower:F
70,Old Norse,flower,bloːm,B,flower:B
71,Icelandic,flower,b̥louːm,B,flower:B
72,Faroese,flower,ˈb̥lɔuːma,B,flower:B
73,Norwegian Riksmal,flower,blɔmst,B,flower:B
74,Stavangersk,flower,ˈblɔmstəʁ,B,flower:B
75,Old Swedish,flower,ˈbloːma,B,flower:B
76,Old Swedish,flower,ˈblomster,B,flower:B
77,Swedish,flower,ˈblʊ̀mːa,B,flower:B
78,Swedish,flower,ˈblɔmstər,B,flower:B
81,Elfdalian,flower,bljɔ̀mːɛ,B,flower:B
82,Danish,flower,b̥lʌmˀsd̥ʰ,B,flower:B
83,Danish Fjolde,flower,"blom, ˈblɔsən",B,flower:B
84,Gutnish Lau,flower,ˈbloumo,B,flower:B
86,English,flower,flaʊə,B,flower:B
87,Frisian,flower,blom,B,flower:B
88,Dutch,flower,blum,B,flower:B
93,German,flower,'blu:mə,B,flower:B
99,Latin,flower,floːs,B,flower:B
100,Catalan,flower,"flɔ, flɔ̞ɾ",B,flower:B
101,Portuguese,flower,floɾ,B,flower:B
102,Spanish,flower,floɾ,B,flower:B
108,French,flower,flœʀ,B,flower:B
115,Italian,flower,'fjore,B,flower:B
120,Old Irish,flower,bla:θ,B,flower:B
121,Middle Cornish,flower,'blœʤɛn,B,flower:B
122,Middle Breton,flower,ˈbløðven,B,flower:B
123,Breton,flower,"ˈblœ̃wɛn, ˈblœ̃niɛn",B,flower:B
125,Irish,flower,bˠl̪ˠaː,B,flower:B
9,Ancient Greek,fruit,karpós,D,fruit:D
10,Greek,fruit,ˈfruto̞,B,fruit:B
12,Classical Armenian,fruit,ptowł,R,fruit:R
25,Ossetic,fruit,dɨrʁ,N,fruit:N
26,Ossetic Iron,fruit,dyrʁ,N,fruit:N
27,Ossetic Digor,fruit,rɐzɐ,Q,fruit:Q
33,Assamese,fruit,phɒl,E,fruit:E
35,Oriya,fruit,phɔɭɔ,E,fruit:E
38,Bihari,fruit,phal,E,fruit:E
39,Magahi,fruit,pʰəl,E,fruit:E
43,Urdu,fruit,pʰəl,E,fruit:E
48,Marathi,fruit,pʰəɭ,E,fruit:E
53,Old Church Slavonic,fruit,plɔdʊ̆,G,fruit:G
54,Serbo-Croatian,fruit,plôːd,G,fruit:G
55,Bulgarian,fruit,pɫɔd,G,fruit:G
56,Macedonian,fruit,plod,G,fruit:G
57,Russian,fruit,pɫɔd,G,fruit:G
58,Polish,fruit,ˈɔvɔts,H,fruit:H
59,Belarusian,fruit,pɫɔd,G,fruit:G
60,Ukrainian,fruit,plʲid,G,fruit:G
61,Slovak,fruit,plɔd,G,fruit:G
62,Czech,fruit,plɔd,G,fruit:G
63,Sorbian Upper,fruit,pwʊd,G,fruit:G
64,Sorbian Lower,fruit,pwɔd,G,fruit:G
65,Slovenian,fruit,plôːd,G,fruit:G
69,Old Norse,fruit,"fruktr, fryktr",B,fruit:B
70,Old Norse,fruit,ˈaldin,S,fruit:S
71,Icelandic,fruit,ˈald̥ɪn,S,fruit:S
72,Icelandic,fruit,ˈauːvœxstʏr,U,fruit:U
73,Faroese,fruit,"ˈald̥an, ˈald̥ɪn",S,fruit:S
74,Faroese,fruit,fɹʊkt,B,fruit:B
75,Norwegian Riksmal,fruit,fɾʉkt,B,fruit:B
76,Stavangersk,fruit,fʁukt,B,fruit:B
77,Old Swedish,fruit,frukt,B,fruit:B
78,Old Swedish,fruit,ˈaldin,S,fruit:S
79,Swedish,fruit,frɵkt,B,fruit:B
82,Elfdalian,fruit,frʉkt,B,fruit:B
83,Danish,fruit,fʁɔg̥d̥ʰ,B,fruit:B
84,Danish Fjolde,fruit,fɹoɡd,B,fruit:B
86,Gutnish Lau,fruit,ˈskɑːvɛl,T,fruit:T
87,Gutnish Lau,fruit,frukt,B,fruit:B
89,English,fruit,fru:t,B,fruit:B
90,Frisian,fruit,frøxt,B,fruit:B
91,Dutch,fruit,vrʏχt,B,fruit:B
97,German,fruit,fruxt,B,fruit:B
102,Latin,fruit,ˈpoːmum,M,fruit:M
103,Catalan,fruit,"fru'i, 'fruijt",B,fruit:B
104,Portuguese,fruit,"ˈfɾutɐ, ˈfɾutu",B,fruit:B
105,Spanish,fruit,'fɾuta,B,fruit:B
111,French,fruit,fʀɥi,B,fruit:B
117,Italian,fruit,'frutto,B,fruit:B
120,Old Irish,fruit,torəð,J,fruit:J
121,Middle Cornish,fruit,fro:θ,B/V,fruit:B/V
122,Middle Breton,fruit,ˈfroeθ,B/V,fruit:B/V
123,Breton,fruit,ˈfrweːs,B/V,fruit:B/V
11,Ancient Greek,rub,tríːbɔː,H,rub:H
12,Greek,rub,ˈtrivo̞,H,rub:H
15,Armenian Eastern,rub,ʃəˈpʰɛl,D,rub:D
30,Ossetic Iron,rub,šɐrf-,O,rub:O
31,Ossetic Digor,rub,sɐrf-,O,rub:O
38,Assamese,rub,ghãh,N,rub:N
39,Oriya,rub,ghɔsiba,N,rub:N
41,Bihari,rub,mələb,L,rub:L
43,Magahi,rub,rəɡəɽnɑ,K,rub:K
45,Urdu,rub,ɾəɡəɽnə,K,rub:K
51,Marathi,rub,'gʰasɳe,N,rub:N
56,Old Church Slavonic,rub,"tr̩ʲti, træti",H,rub:H
57,Serbo-Croatian,rub,ˈtř̩ːʎati,H,rub:H
58,Bulgarian,rub,ˈtrijə,H,rub:H
59,Macedonian,rub,ˈtri.ɛ,H,rub:H
60,Russian,rub,'tʲɛrʲɛtʲ,H,rub:H
61,Polish,rub,ˈt-ʂɛtɕ,H,rub:H
62,Belarusian,rub,ˈtsʲɛrtsʲi,H,rub:H
63,Ukrainian,rub,ˈtɛrtɪ,H,rub:H
64,Slovak,rub,triɛc,H,rub:H
65,Czech,rub,tr̝̊iːt,H,rub:H
66,Sorbian Upper,rub,tʀɪtʃ,H,rub:H
67,Sorbian Lower,rub,trʲɪɕ,H,rub:H
68,Slovenian,rub,ˈtrěːti,H,rub:H
72,Old Norse,rub,ˈɡnuːa,J,rub:J
73,Icelandic,rub,ˈnʏɡ̊ːa,J,rub:J
74,Icelandic,rub,ˈnuːa,J,rub:J
75,Faroese,rub,ˈɡ̊nʊd̥ʒːa,J,rub:J
76,Faroese,rub,ˈnaɹːa,C,rub:C
77,Norwegian Riksmal,rub,ɡniː,J,rub:J
78,Stavangersk,rub,"gniː, ˈɡnìːa",J,rub:J
79,Old Swedish,rub,ˈɡnoːa,J,rub:J
80,Old Swedish,rub,ˈɡniːða,J,rub:J
81,Old Swedish,rub,ˈɡnuɡːa,J,rub:J
82,Swedish,rub,ˈgnɵ̀gːa,J,rub:J
83,Swedish,rub,ˈgnì:da,J,rub:J
86,Elfdalian,rub,ˈgnʉ̀kɔ,J,rub:J
87,Danish,rub,ˈg̥ni:ðə,J,rub:J
88,Danish Fjolde,rub,ɡnusɡ,J,rub:J
89,Gutnish Lau,rub,ˈɡnuɡːɛ,J,rub:J
90,Gutnish Lau,rub,ˈɡnɛɪdɛ,J,rub:J
92,English,rub,rʌb,P,rub:P
93,Frisian,rub,'vrjo.uə,B,rub:B
94,Dutch,rub,'vrɛivə(n),B,rub:B
102,German,rub,'raĭbn̩,B,rub:B
106,Latin,rub,friˈkaːre,F,rub:F
108,Catalan,rub,frə'ɣa,F,rub:F
109,Portuguese,rub,ɨʃfɾɨˈɡaɾ,F,rub:F
110,Spanish,rub,fɾo'taɾ,F,rub:F
116,French,rub,fʀɔte,F,rub:F
122,Italian,rub,fre'gare,F,rub:F
125,Old Irish,rub,konˈmʹelʹ,L,rub:L
128,Middle Breton,rub,taˈraːvat,T,rub:T
129,Middle Breton,rub,ˈfroːtaṽ,F,rub:F
132,Breton,rub,ˈfrɔtã,F/R,rub:F/R
8,Ancient Greek,bark,pʰloiós,L,bark:L
10,Greek,bark,ˈfluða,K,bark:K
11,Greek,bark,fliˈo̞s,L,bark:L
13,Classical Armenian,bark,kɛɫɛu̯,D,bark:D
14,Armenian Eastern,bark,kɛʁɛʋ,D,bark:D
27,Ossetic,bark,tsʲar,S,bark:S
28,Ossetic Iron,bark,c'ar,S,bark:S
29,Ossetic Digor,bark,c'arɐ,S,bark:S
37,Assamese,bark,bakɔli,N,bark:N
38,Oriya,bark,bɔkɔɭɔ,N,bark:N
39,Oriya,bark,čheli,E,bark:E
41,Bihari,bark,chal,E,bark:E
42,Magahi,bark,cʰilkɑ,E,bark:E
45,Urdu,bark,ʧɑl,E,bark:E
50,Marathi,bark,sal,E,bark:E
55,Old Church Slavonic,bark,kɔrɑ,B,bark:B
56,Serbo-Croatian,bark,ˈkɔ̂ra,B,bark:B
57,Bulgarian,bark,kuˈra,B,bark:B
58,Macedonian,bark,ˈkora,B,bark:B
59,Russian,bark,kɔ'ra,B,bark:B
60,Polish,bark,ˈkɔra,B,bark:B
61,Belarusian,bark,kaˈra,B,bark:B
62,Ukrainian,bark,kɔˈra,B,bark:B
63,Slovak,bark,ˈkuɔra,B,bark:B
64,Czech,bark,ˈkuːra,B,bark:B
65,Sorbian Upper,bark,ˈskɔʀa,B,bark:B
66,Sorbian Lower,bark,ˈʂkɘ̟ra,B,bark:B
67,Slovenian,bark,ˈskǒːrja,B,bark:B
71,Old Norse,bark,bɔrkr,G,bark:G
72,Icelandic,bark,ˈb̥œr̥kʏr,G,bark:G
73,Faroese,bark,ˈb̥œɹ̥kʊɹ,G,bark:G
74,Norwegian Riksmal,bark,baɾk,G,bark:G
75,Stavangersk,bark,bɔʁk,G,bark:G
76,Old Swedish,bark,ˈbarker,G,bark:G
77,Swedish,bark,bark,G,bark:G
80,Elfdalian,bark,bɑrk,G,bark:G
81,Danish,bark,b̥ɑːg̥ʰ,G,bark:G
82,Danish Fjolde,bark,ˈbɑɹəɡ,G,bark:G
83,Gutnish Lau,bark,bark,G,bark:G
85,English,bark,bɑ:k,G,bark:G
86,Frisian,bark,"bɔst, bast",H,bark:H
87,Dutch,bark,sχɔrs,B,bark:B
88,Dutch,bark,bɑst,H,bark:H
94,German,bark,'rɪndə,J,bark:J
95,German,bark,'bɔrkə,G,bark:G
101,Latin,bark,ˈkorteks,B,bark:B
102,Catalan,bark,əs'kɔrsə,B,bark:B
103,Portuguese,bark,ˈkaʃkɐ,B,bark:B
105,Spanish,bark,koɾ'teθa,B,bark:B
111,French,bark,ekɔʀs,B,bark:B
120,Italian,bark,kor'tettʃa,B,bark:B
121,Italian,bark,'skɔrdza,B,bark:B
126,Old Irish,bark,korʹtʹ,M,bark:M
127,Old Irish,bark,ru:sk,F,bark:F
131,Middle Breton,bark,ˈrysken,F,bark:F
132,Breton,bark,ˈrysk,F,bark:F
15,Ancient Greek,year,étos,C,year:C
16,Greek,year,xro̞ˈɲa,J,year:J
18,Classical Armenian,year,tari,D,year:D
20,Armenian Eastern,year,tɑˈɾi,D,year:D
35,Ossetic Iron,year,až,L,year:L
36,Ossetic Digor,year,anz,L,year:L
44,Assamese,year,bɒsɒr,K,year:K
45,Oriya,year,bɔrsɔ,K,year:K
47,Bihari,year,sal,E,year:E
49,Magahi,year,bərəs,K,year:K
50,Magahi,year,sɑl,E,year:E
55,Urdu,year,sɑl,E,year:E
61,Marathi,year,'wəɾʂə,K,year:K
62,Marathi,year,sal,E,year:E
66,Old Church Slavonic,year,lætɔ,M,year:M
67,Serbo-Croatian,year,ˈɡɔ̂dina,H,year:H
68,Bulgarian,year,ɡuˈdinə,H,year:H
69,Macedonian,year,ˈɡodina,H,year:H
70,Russian,year,gɔd,H,year:H
71,Polish,year,rɔk,I,year:I
72,Belarusian,year,ɣɔd,H,year:H
73,Ukrainian,year,rʲik,I,year:I
74,Slovak,year,rɔk,I,year:I
75,Czech,year,rɔk,I,year:I
76,Sorbian Upper,year,ˈlɪtɔ,M,year:M
77,Sorbian Lower,year,ˈlʲɪtɔ,M,year:M
78,Slovenian,year,ˈlěːtɔ,M,year:M
82,Old Norse,year,aːr,B,year:B
83,Icelandic,year,auːr,B,year:B
84,Faroese,year,ɔaːɹ,B,year:B
85,Norwegian Riksmal,year,oːɾ,B,year:B
86,Stavangersk,year,oːʁ,B,year:B
87,Old Swedish,year,aːr,B,year:B
88,Swedish,year,o:r,B,year:B
91,Elfdalian,year,ɔːr,B,year:B
92,Danish,year,ɒˀ,B,year:B
93,Danish Fjolde,year,oaɹ,B,year:B
95,Gutnish Lau,year,"ɑːr, oːr",B,year:B
97,English,year,jɪə,B,year:B
98,Frisian,year,(j)i.ər,B,year:B
