ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
1725	Romanian	tongue	limbə	l i m b ə	496	l i m b ə	c548 v191 c239 c254 v155	1205	roma1327
1726	Russian	tongue	jɪzɨk	j ɪ z ɨ k	496	j ɪ z ɨ k	c564 v219 c078 v116 c831	1205	russ1263
1727	Polish	tongue	jɛ̃zɨk	j ɛ̃ z ɨ k	496	j ɛ̃ z ɨ k	c564 v231 c078 v116 c831	1205	poli1260
1728	Norwegian	tongue	tuŋə	t u ŋ ə	496	t u ŋ ə	c118 v027 c795 v155	1205	norw1258
1729	French	tongue	lɑ̃ɡ	l ɑ̃ ɡ	496	l ɑ̃ g	c548 v088 c824	1205	stan1290
1730	Czech	tongue	jazɪk	j a z ɪ k	496	j a z ɪ k	c564 v130 c078 v219 c831	1205	czec1258
1731	Icelandic	tongue	tʰuŋka	tʰ u ŋ k a	496	tʰ u ŋ k a	c136 v027 c795 c831 v130	1205	icel1247
1732	Italian	tongue	liŋɡwa	l i ŋ ɡ w a	496	l i ŋ g w a	c548 v191 c795 c824 c457 v130	1205	ital1282
1733	Hindi	tongue	ʤiːbʱ	ʤ iː b̤	496	dʒ iː b̤	c649 v183 c278	1205	hind1269
1734	Portuguese	tongue	lĩgwɐ	l ĩ g w ɐ	496	l ĩ g w ɐ	c548 v193 c824 c457 v119	1205	port1283
1735	Dutch	tooth	tɑnt	t ɑ n t	499	t ɑ n t	c118 v089 c105 c118	1380	dutc1256
1736	Swedish	tooth	tanːd	t a nː d	499	t a nː d	c118 v130 c104 c143	1380	swed1254
1737	English	tooth	tuːθ	t uː θ	499	t uː θ	c118 v019 c413	1380	stan1293
1738	German	tooth	t͡saːn	t͡s aː n	499	ts aː n	c015 v137 c105	1380	stan1295
1739	Spanish	tooth	djente	d j e n t e	499	d j e n t e	c143 c564 v200 c105 c118 v200	1380	stan1288
1740	Danish	tooth	tanˀ	t a nˀ	499	t a nˀ	c118 v130 c094	1380	dani1285
1741	Bulgarian	tooth	zɤp	z ɤ p	498	z ɤ p	c078 v084 c288	1380	bulg1262
1742	Greek	tooth	ðondi	ð o n d i	499	ð o n d i	c415 v042 c105 c143 v191	1380	mode1248
1743	Armenian	tooth	ɑtɑm	ɑ t ɑ m	499	ɑ t ɑ m	v089 c118 v089 c239	1380	nucl1235
1744	Romanian	tooth	dinte	d i n t e	499	d i n t e	c143 v191 c105 c118 v200	1380	roma1327
1745	Russian	tooth	zup	z u p	498	z u p	c078 v027 c288	1380	russ1263
1746	Polish	tooth	zɔ̃p	z ɔ̃ p	498	z ɔ̃ p	c078 v066 c288	1380	poli1260
1747	Norwegian	tooth	tɑn	t ɑ n	499	t ɑ n	c118 v089 c105	1380	norw1258
1748	French	tooth	dɑ̃	d ɑ̃	499	d ɑ̃	c143 v088	1380	stan1290
1749	Czech	tooth	zʊp	z ʊ p	498	z ʊ p	c078 v056 c288	1380	czec1258
1750	Icelandic	tooth	tʰœnː	tʰ œ nː	499	tʰ œ nː	c136 v178 c104	1380	icel1247
1751	Italian	tooth	dɛnte	d ɛ n t e	499	d ɛ n t e	c143 v229 c105 c118 v200	1380	ital1282
1752	Hindi	tooth	dãt	d ã t	499	d ã t	c143 v147 c118	1380	hind1269
1753	Portuguese	tooth	dẽtə	d ẽ t ə	499	d ẽ t ə	c143 v201 c118 v155	1380	port1283
1754	Dutch	tree	boːm	b oː m	502	b oː m	c254 v035 c239	906	dutc1256
1755	Swedish	tree	trɛːd	t r ɛː d	501	t r ɛː d	c118 c151 v225 c143	906	swed1254
1756	English	tree	triː	t r iː	501	t r iː	c118 c151 v183	906	stan1293
1757	German	tree	baum	b au m	502	b au m	c254 d026 c239	906	stan1295
1758	Spanish	tree	arvol	a r v o l	506	a r v o l	v130 c151 c446 v042 c548	906	stan1288
1759	Danish	tree	tʁɛˀ	t ʁ ɛˀ	501	t ʁ ɛˀ	c118 c733 v228	906	dani1285
1760	Bulgarian	tree	dərvɔ	d ə r v ɔ	501	d ə r v ɔ	c143 v155 c151 c446 v067	906	bulg1262
1761	Greek	tree	ðenðro	ð e n ð r o	501	ð e n ð r o	c415 v200 c105 c415 c151 v042	906	mode1248
1762	Armenian	tree	ʦɑr	ʦ ɑ r	-503	ts ɑ r	c015 v089 c151	906	nucl1235
1763	Romanian	tree	arbore	a r b o r e	506	a r b o r e	v130 c151 c254 v042 c151 v200	906	roma1327
1764	Russian	tree	dʲerʲɪvə	dʲ e rʲ ɪ v ə	501	dʲ e rʲ ɪ v ə	c127 v200 c162 v219 c446 v155	906	russ1263
1765	Polish	tree	dʒɛvɔ	d ʒ ɛ v ɔ	501	d ʒ ɛ v ɔ	c143 c679 v229 c446 v067	906	poli1260
1766	Norwegian	tree	tɾeː	t ɾ eː	501	t ɾ eː	c118 c064 v202	906	norw1258
1767	French	tree	aʁbʁ	a ʁ b ʁ	506	a ʁ b ʁ	v130 c733 c254 c733	906	stan1290
1768	Czech	tree	strom	s t r o m	504	s t r o m	c087 c118 c151 v042 c239	906	czec1258
1769	Icelandic	tree	tʰrjɛː	tʰ r j ɛː	501	tʰ r j ɛː	c136 c151 c564 v225	906	icel1247
1770	Italian	tree	albero	a l b e r o	506	a l b e r o	v130 c548 c254 v200 c151 v042	906	ital1282
1771	Hindi	tree	peɽ	p e ɽ	500	p e ɽ	c288 v200 c697	906	hind1269
1772	Portuguese	tree	arvurə	a r v u r ə	506	a r v u r ə	v130 c151 c446 v027 c151 v155	906	port1283
1773	Icelandic	tree	vɪːðʏr	v ɪː ð ʏ r	505	v ɪː ð ʏ r	c446 v221 c415 v173 c151	906	icel1247
1774	Dutch	two	tʋeː	t ʋ eː	507	t ʋ eː	c118 c424 v202	1498	dutc1256
1775	Swedish	two	tvoː	t v oː	507	t v oː	c118 c446 v035	1498	swed1254
1776	English	two	tuː	t uː	507	t uː	c118 v019	1498	stan1293
1777	German	two	t͡svai	t͡s v ai	507	ts v ai	c015 c446 d030	1498	stan1295
1778	Spanish	two	dos	d o s	507	d o s	c143 v042 c087	1498	stan1288
1779	Danish	two	toˀ	t oˀ	507	t oˀ	c118 v048	1498	dani1285
1780	Bulgarian	two	dva	d v a	507	d v a	c143 c446 v130	1498	bulg1262
1781	Greek	two	ðʝo	ð ʝ o	507	ð ʝ o	c415 c574 v042	1498	mode1248
1782	Armenian	two	jɛɾku	j ɛ ɾ k u	507	j ɛ ɾ k u	c564 v229 c064 c831 v027	1498	nucl1235
1783	Romanian	two	doj	d o j	507	d o j	c143 v042 c564	1498	roma1327
1784	Russian	two	dva	d v a	507	d v a	c143 c446 v130	1498	russ1263
1785	Polish	two	dva	d v a	507	d v a	c143 c446 v130	1498	poli1260
1786	Norwegian	two	tuː	t uː	507	t uː	c118 v019	1498	norw1258
1787	French	two	dø	d ø	507	d ø	c143 v171	1498	stan1290
1788	Czech	two	dva	d v a	507	d v a	c143 c446 v130	1498	czec1258
1789	Icelandic	two	tʰveir	tʰ v ei r	507	tʰ v ei r	c136 c446 d047 c151	1498	icel1247
1790	Italian	two	due	d w e	507	d w e	c143 c457 v200	1498	ital1282
1791	Hindi	two	doː	d oː	507	d oː	c143 v035	1498	hind1269
1792	Portuguese	two	doiʃ	d oi ʃ	507	d oi ʃ	c143 d015 c677	1498	port1283
1793	Dutch	walk(go)	xaːn	x aː n	509	x aː n	c772 v137 c105	1443	dutc1256
1794	Swedish	walk(go)	goː	g oː	509	g oː	c824 v035	1443	swed1254
1795	English	walk(go)	ɡəʊ	ɡ əʊ	509	g əu	c824 d029	1443	stan1293
1796	German	walk(go)	ɡeːən	ɡ eː ə n	509	g eː ə n	c824 v202 v155 c105	1443	stan1295
1797	Spanish	walk(go)	andar	a n d a r	513	a n d a r	v130 c105 c143 v130 c151	1443	stan1288
1798	Danish	walk(go)	gɔˀ	g ɔˀ	509	g ɔˀ	c824 v064	1443	dani1285
1799	Bulgarian	walk(go)	vɛrvʲə	v ɛ r vʲ ə	515	v ɛ r vʲ ə	c446 v229 c151 c429 v155	1443	bulg1262
1800	Greek	walk(go)	piʝeno	p i ʝ e n o	516	p i ʝ e n o	c288 v191 c574 v200 c105 v042	1443	mode1248
1801	Romanian	walk(go)	umbla	u m b l a	508	u m b l a	v027 c239 c254 c548 v130	1443	roma1327
1802	Russian	walk(go)	ɪtʲi	ɪ tʲ i	514	ɪ tʲ i	v219 c113 v191	1443	russ1263
1803	Polish	walk(go)	iɕʨ	i ɕ ʨ	514	i ɕ tɕ	v191 c202 c198	1443	poli1260
1804	Norwegian	walk(go)	goː	g oː	509	g oː	c824 v035	1443	norw1258
1805	French	walk(go)	vɛ	v ɛ	510	v ɛ	c446 v229	1443	stan1290
1806	Czech	walk(go)	jiːt	j iː t	514	j iː t	c564 v183 c118	1443	czec1258
1807	Icelandic	walk(go)	faːra	f aː r a	511	f aː r a	c447 v137 c151 v130	1443	icel1247
1808	Italian	walk(go)	vo	v o	510	v o	c446 v042	1443	ital1282
1809	Hindi	walk(go)	ʧəlnaː	ʧ ə l n aː	514	tʃ ə l n aː	c645 v155 c548 c105 v137	1443	hind1269
1810	Portuguese	walk(go)	ɐ̃dar	ɐ̃ d a r	513	ɐ̃ d a r	v120 c143 v130 c151	1443	port1283
1811	Spanish	walk(go)	boi	b oi	510	b oi	c254 d015	1443	stan1288
1812	French	walk(go)	ale	a l e	512	a l e	v130 c548 v200	1443	stan1290
1813	Italian	walk(go)	andare	a n d a r e	513	a n d a r e	v130 c105 c143 v130 c151 v200	1443	ital1282
1814	Dutch	warm	ʋɑrm	ʋ ɑ r m	517	ʋ ɑ r m	c424 v089 c151 c239	1232	dutc1256
1815	Swedish	warm	varːm	v a rː m	517	v a rː m	c446 v130 c160 c239	1232	swed1254
1816	English	warm	ʋɔːrm	ʋ ɔː r m	517	ʋ ɔː r m	c424 v065 c151 c239	1232	stan1293
1817	German	warm	varm	v a r m	517	v a r m	c446 v130 c151 c239	1232	stan1295
1818	Spanish	warm	kaliðo	k a l i ð o	520	k a l i ð o	c831 v130 c548 v191 c415 v042	1232	stan1288
1819	Danish	warm	vɑˀm	v ɑˀ m	517	v ɑˀ m	c446 v247 c239	1232	dani1285
1820	Bulgarian	warm	tɔpəl	t ɔ p ə l	519	t ɔ p ə l	c118 v067 c288 v155 c548	1232	bulg1262
1821	Greek	warm	xliaros	x l ia r o s	521	x l ia r o s	c772 c548 d054 c151 v042 c087	1232	mode1248
1822	Armenian	warm	tɑkʰ	t ɑ kʰ	522	t ɑ kʰ	c118 v089 c813	1232	nucl1235
1823	Romanian	warm	kald	k a l d	520	k a l d	c831 v130 c548 c143	1232	roma1327
1824	Russian	warm	tʲoplɨj	tʲ o p l ɨ j	519	tʲ o p l ɨ j	c113 v042 c288 c548 v116 c564	1232	russ1263
1825	Polish	warm	ʨɛpwɨ	ʨ ɛ p w ɨ	519	tɕ ɛ p w ɨ	c198 v229 c288 c457 v116	1232	poli1260
1826	Norwegian	warm	ʋɑɾm	ʋ ɑ ɾ m	517	ʋ ɑ ɾ m	c424 v089 c064 c239	1232	norw1258
1827	French	warm	ʃo	ʃ o	520	ʃ o	c677 v042	1232	stan1290
1828	Czech	warm	tɛpliː	t ɛ p l iː	519	t ɛ p l iː	c118 v229 c288 c548 v183	1232	czec1258
1829	Icelandic	warm	l̥iːr	l̥ iː r	520	l̥ iː r	c538 v183 c151	1232	icel1247
1830	Italian	warm	tiepido	t ie p i d o	519	t ie p i d o	c118 d044 c288 v191 c143 v042	1232	ital1282
1831	Hindi	warm	gərm	g ə r m	-518	g ə r m	c824 v155 c151 c239	1232	hind1269
1832	Portuguese	warm	kẽtə	k ẽ t ə	520	k ẽ t ə	c831 v201 c118 v155	1232	port1283
1833	Dutch	water	ʋaːtər	ʋ aː t ə r	526	ʋ aː t ə r	c424 v137 c118 v155 c151	948	dutc1256
1834	Swedish	water	vatːen	v a tː e n	526	v a tː e n	c446 v130 c128 v200 c105	948	swed1254
1835	English	water	ʋɔːtər	ʋ ɔː t ə r	526	ʋ ɔː t ə r	c424 v065 c118 v155 c151	948	stan1293
1836	German	water	vasər	v a s ə r	526	v a s ə r	c446 v130 c087 v155 c151	948	stan1295
1837	Spanish	water	aɣwa	a ɣ w a	523	a ɣ w a	v130 c774 c457 v130	948	stan1288
1838	Danish	water	vanˀ	v a nˀ	526	v a nˀ	c446 v130 c094	948	dani1285
1839	Bulgarian	water	voda	v o d a	526	v o d a	c446 v042 c143 v130	948	bulg1262
1840	Greek	water	nero	n e r o	524	n e r o	c105 v200 c151 v042	948	mode1248
1841	Armenian	water	ʤuɾ	ʤ u ɾ	527	dʒ u ɾ	c649 v027 c064	948	nucl1235
1842	Romanian	water	apə	a p ə	523	a p ə	v130 c288 v155	948	roma1327
1843	Russian	water	vɐda	v ɐ d a	526	v ɐ d a	c446 v119 c143 v130	948	russ1263
1844	Polish	water	vɔda	v ɔ d a	526	v ɔ d a	c446 v067 c143 v130	948	poli1260
1845	Norwegian	water	ʋɑn	ʋ ɑ n	526	ʋ ɑ n	c424 v089 c105	948	norw1258
1846	French	water	o	o	523	o	v042	948	stan1290
1847	Czech	water	voda	v o d a	526	v o d a	c446 v042 c143 v130	948	czec1258
1848	Icelandic	water	vaʰtn̥	v a ʰt n̥	526	v a ʰt n̥	c446 v130 c836 c093	948	icel1247
1849	Italian	water	akkwa	a kː w a	523	a kː w a	v130 c825 c457 v130	948	ital1282
1850	Hindi	water	paːniː	p aː n iː	525	p aː n iː	c288 v137 c105 v183	948	hind1269
1851	Portuguese	water	agwɐ	a g w ɐ	523	a g w ɐ	v130 c824 c457 v119	948	port1283
1852	Dutch	we	ʋɛɪ	ʋ ɛɪ	530	ʋ ɛi	c424 d059	1212	dutc1256
1853	Swedish	we	viː	v iː	530	v iː	c446 v183	1212	swed1254
1854	English	we	ʋiː	ʋ iː	530	ʋ iː	c424 v183	1212	stan1293
1855	German	we	viːr	v iː r	530	v iː r	c446 v183 c151	1212	stan1295
1856	Spanish	we	nosotɾos	n o s o t ɾ o s	529	n o s o t ɾ o s	c105 v042 c087 v042 c118 c064 v042 c087	1212	stan1288
1857	Danish	we	viˀ	v iˀ	530	v iˀ	c446 v190	1212	dani1285
1858	Bulgarian	we	niɛ	n iɛ	529	n iɛ	c105 d046	1212	bulg1262
1859	Greek	we	emis	e m i s	528	e m i s	v200 c239 v191 c087	1212	mode1248
1860	Armenian	we	mɛnkʰ	m ɛ n kʰ	528	m ɛ n kʰ	c239 v229 c105 c813	1212	nucl1235
1861	Romanian	we	noj	n o j	529	n o j	c105 v042 c564	1212	roma1327
1862	Russian	we	mɨ	m ɨ	528	m ɨ	c239 v116	1212	russ1263
1863	Polish	we	mɨ	m ɨ	528	m ɨ	c239 v116	1212	poli1260
1864	Norwegian	we	ʋiː	ʋ iː	530	ʋ iː	c424 v183	1212	norw1258
1865	French	we	nu	n u	529	n u	c105 v027	1212	stan1290
1866	Czech	we	mɪ	m ɪ	528	m ɪ	c239 v219	1212	czec1258
1867	Icelandic	we	vɪːð	v ɪː ð	530	v ɪː ð	c446 v221 c415	1212	icel1247
1868	Italian	we	noi	n oi	529	n oi	c105 d015	1212	ital1282
1869	Hindi	we	ɦəm	ɦ ə m	529	ɦ ə m	c397 v155 c239	1212	hind1269
1870	Portuguese	we	nɔʃ	n ɔ ʃ	529	n ɔ ʃ	c105 v067 c677	1212	port1283
1871	Dutch	what	ʋɑt	ʋ ɑ t	531	ʋ ɑ t	c424 v089 c118	1236	dutc1256
1872	Swedish	what	vɑd	v ɑ d	531	v ɑ d	c446 v089 c143	1236	swed1254
1873	English	what	ʋɔt	ʋ ɔ t	531	ʋ ɔ t	c424 v067 c118	1236	stan1293
1874	German	what	vas	v a s	531	v a s	c446 v130 c087	1236	stan1295
1875	Spanish	what	ke	k e	531	k e	c831 v200	1236	stan1288
1876	Danish	what	va	v a	531	v a	c446 v130	1236	dani1285
1877	Bulgarian	what	kakvɔ	k a k v ɔ	531	k a k v ɔ	c831 v130 c831 c446 v067	1236	bulg1262
1878	Greek	what	ti	t i	531	t i	c118 v191	1236	mode1248
1879	Romanian	what	ʧe	ʧ e	531	tʃ e	c645 v200	1236	roma1327
1880	Russian	what	ʃto	ʃ t o	531	ʃ t o	c677 c118 v042	1236	russ1263
1881	Polish	what	ʦɔ	ʦ ɔ	531	ts ɔ	c015 v067	1236	poli1260
1882	Norwegian	what	ʋɑː	ʋ ɑː	531	ʋ ɑː	c424 v091	1236	norw1258
1883	French	what	kwa	k w a	531	k w a	c831 c457 v130	1236	stan1290
1884	Czech	what	ʦo	ʦ o	531	ts o	c015 v042	1236	czec1258
1885	Icelandic	what	xʷaːð	xʷ aː ð	531	xʷ aː ð	c781 v137 c415	1236	icel1247
1886	Italian	what	ke	k e	531	k e	c831 v200	1236	ital1282
1887	Hindi	what	kjaː	k j aː	531	k j aː	c831 c564 v137	1236	hind1269
1888	Portuguese	what	kə	k ə	531	k ə	c831 v155	1236	port1283
1889	Dutch	white	ʋɪt	ʋ ɪ t	532	ʋ ɪ t	c424 v219 c118	1335	dutc1256
1890	Swedish	white	viːt	v iː t	532	v iː t	c446 v183 c118	1335	swed1254
1891	English	white	ʋaɪt	ʋ aɪ t	532	ʋ aɪ t	c424 d032 c118	1335	stan1293
1892	German	white	vais	v ai s	532	v ai s	c446 d030 c087	1335	stan1295
1893	Spanish	white	blaŋko	b l a ŋ k o	533	b l a ŋ k o	c254 c548 v130 c795 c831 v042	1335	stan1288
1894	Danish	white	viðˀ	v i ðˀ	532	v i ðˀ	c446 v191 c839	1335	dani1285
1895	Bulgarian	white	bal	b a l	536	b a l	c254 v130 c548	1335	bulg1262
1896	Greek	white	lefkos	l e f k o s	535	l e f k o s	c548 v200 c447 c831 v042 c087	1335	mode1248
1897	Armenian	white	spitɑk	s p i t ɑ k	-534	s p i t ɑ k	c087 c288 v191 c118 v089 c831	1335	nucl1235
1898	Romanian	white	alb	a l b	537	a l b	v130 c548 c254	1335	roma1327
1899	Russian	white	bʲelɨj	bʲ e l ɨ j	536	bʲ e l ɨ j	c263 v200 c548 v116 c564	1335	russ1263
1900	Polish	white	bʲawɨ	bʲ a w ɨ	536	bʲ a w ɨ	c263 v130 c457 v116	1335	poli1260
1901	Norwegian	white	ʋiːt	ʋ iː t	532	ʋ iː t	c424 v183 c118	1335	norw1258
1902	French	white	blɑ̃	b l ɑ̃	533	b l ɑ̃	c254 c548 v088	1335	stan1290
1903	Czech	white	biːliː	b iː l iː	536	b iː l iː	c254 v183 c548 v183	1335	czec1258
1904	Icelandic	white	xʷiːtʏr	xʷ iː t ʏ r	532	xʷ iː t ʏ r	c781 v183 c118 v173 c151	1335	icel1247
1905	Italian	white	bjanko	b j a n k o	533	b j a n k o	c254 c564 v130 c105 c831 v042	1335	ital1282
1906	Portuguese	white	alvu	a l v u	537	a l v u	v130 c548 c446 v027	1335	port1283
1907	Dutch	who	ʋiː	ʋ iː	538	ʋ iː	c424 v183	1235	dutc1256
1908	Swedish	who	vem	v e m	538	v e m	c446 v200 c239	1235	swed1254
1909	English	who	huː	h uː	538	h uː	c401 v019	1235	stan1293
1910	German	who	veːr	v eː r	538	v eː r	c446 v202 c151	1235	stan1295
1911	Spanish	who	kjen	k j e n	538	k j e n	c831 c564 v200 c105	1235	stan1288
1912	Danish	who	vɛmˀ	v ɛ mˀ	538	v ɛ mˀ	c446 v229 c247	1235	dani1285
1913	Bulgarian	who	koj	k o j	538	k o j	c831 v042 c564	1235	bulg1262
1914	Greek	who	opios	o p j o s	538	o p j o s	v042 c288 c564 v042 c087	1235	mode1248
1915	Romanian	who	ʧine	ʧ i n e	538	tʃ i n e	c645 v191 c105 v200	1235	roma1327
1916	Russian	who	kto	k t o	538	k t o	c831 c118 v042	1235	russ1263
1917	Polish	who	ktɔ	k t ɔ	538	k t ɔ	c831 c118 v067	1235	poli1260
1918	Norwegian	who	ʋem	ʋ e m	538	ʋ e m	c424 v200 c239	1235	norw1258
1919	French	who	ki	k i	538	k i	c831 v191	1235	stan1290
1920	Czech	who	ɡdo	ɡ d o	538	g d o	c824 c143 v042	1235	czec1258
1921	Icelandic	who	xʷɛːr	xʷ ɛː r	538	xʷ ɛː r	c781 v225 c151	1235	icel1247
1922	Italian	who	ki	k i	538	k i	c831 v191	1235	ital1282
1923	Hindi	who	kɔːn	k ɔː n	538	k ɔː n	c831 v065 c105	1235	hind1269
1924	Portuguese	who	kɐ̃j	k ɐ̃ j	538	k ɐ̃ j	c831 v120 c564	1235	port1283
2118	Dutch	wind	ʋɪnt	ʋ ɪ n t	602	ʋ ɪ n t	c424 v219 c105 c118	960	dutc1256
2119	Swedish	wind	vind	v i n d	602	v i n d	c446 v191 c105 c143	960	swed1254
2120	English	wind	ʋɪnd	ʋ ɪ n d	602	ʋ ɪ n d	c424 v219 c105 c143	960	stan1293
2121	German	wind	vɪnt	v ɪ n t	602	v ɪ n t	c446 v219 c105 c118	960	stan1295
2122	Spanish	wind	bjento	b j e n t o	602	b j e n t o	c254 c564 v200 c105 c118 v042	960	stan1288
2123	Danish	wind	venˀ	v e nˀ	602	v e nˀ	c446 v200 c094	960	dani1285
2124	Bulgarian	wind	vʲatər	vʲ a t ə r	602	vʲ a t ə r	c429 v130 c118 v155 c151	960	bulg1262
2125	Greek	wind	anemos	a n e m o s	603	a n e m o s	v130 c105 v200 c239 v042 c087	960	mode1248
2126	Romanian	wind	vɨnt	v ɨ n t	602	v ɨ n t	c446 v116 c105 c118	960	roma1327
2127	Russian	wind	vʲetʲɪr	vʲ e tʲ ɪ r	602	vʲ e tʲ ɪ r	c429 v200 c113 v219 c151	960	russ1263
2128	Polish	wind	vʲatr	vʲ a t r	602	vʲ a t r	c429 v130 c118 c151	960	poli1260
2129	Norwegian	wind	ʋin	ʋ i n	602	ʋ i n	c424 v191 c105	960	norw1258
2130	French	wind	vɑ̃	v ɑ̃	602	v ɑ̃	c446 v088	960	stan1290
2131	Icelandic	wind	vɪntʏr	v ɪ n t ʏ r	602	v ɪ n t ʏ r	c446 v219 c105 c118 v173 c151	960	icel1247
2132	Italian	wind	vɛnto	v ɛ n t o	602	v ɛ n t o	c446 v229 c105 c118 v042	960	ital1282
2133	Portuguese	wind	vẽtu	v ẽ t u	602	v ẽ t u	c446 v201 c118 v027	960	port1283
1925	Dutch	woman	vrɑuʋ	v r ɑu ʋ	541	v r ɑu ʋ	c446 c151 d023 c424	962	dutc1256
1926	Swedish	woman	kvinːa	k v i nː a	544	k v i nː a	c831 c446 v191 c104 v130	962	swed1254
1927	English	woman	ʋʊmən	ʋ ʊ m ə n	543	ʋ ʊ m ə n	c424 v056 c239 v155 c105	962	stan1293
1928	German	woman	frau	f r au	541	f r au	c447 c151 d026	962	stan1295
1929	Spanish	woman	muxeɾ	m u x e ɾ	545	m u x e ɾ	c239 v027 c772 v200 c064	962	stan1288
1930	Danish	woman	kvenə	k v e n ə	544	k v e n ə	c831 c446 v200 c105 v155	962	dani1285
1931	Bulgarian	woman	ʒɛna	ʒ ɛ n a	544	ʒ ɛ n a	c679 v229 c105 v130	962	bulg1262
1932	Greek	woman	ʝineka	ʝ i n e k a	544	ʝ i n e k a	c574 v191 c105 v200 c831 v130	962	mode1248
1933	Armenian	woman	kin	k i n	544	k i n	c831 v191 c105	962	nucl1235
1934	Romanian	woman	femeje	f e m e j e	542	f e m e j e	c447 v200 c239 v200 c564 v200	962	roma1327
1935	Russian	woman	ʒɛnʃʃʲɪnə	ʒ ɛ n ʃːʲ ɪ n ə	544	ʒ ɛ n ʃːʲ ɪ n ə	c679 v229 c105 c842 v219 c105 v155	962	russ1263
1936	Polish	woman	kɔbʲɛta	k ɔ bʲ ɛ t a	546	k ɔ bʲ ɛ t a	c831 v067 c263 v229 c118 v130	962	poli1260
1937	Norwegian	woman	kʋinə	k ʋ i n ə	544	k ʋ i n ə	c831 c424 v191 c105 v155	962	norw1258
1938	French	woman	fam	f a m	542	f a m	c447 v130 c239	962	stan1290
1939	Czech	woman	ʒɛna	ʒ ɛ n a	544	ʒ ɛ n a	c679 v229 c105 v130	962	czec1258
1940	Icelandic	woman	kʰɔːna	kʰ ɔː n a	544	kʰ ɔː n a	c813 v065 c105 v130	962	icel1247
1941	Italian	woman	dɔnna	d ɔ nː a	540	d ɔ nː a	c143 v067 c104 v130	962	ital1282
1942	Hindi	woman	ɔːrət	ɔː r ə t	-539	ɔː r ə t	v065 c151 v155 c118	962	hind1269
1943	Portuguese	woman	muʎɛr	m u ʎ ɛ r	545	m u ʎ ɛ r	c239 v027 c582 v229 c151	962	port1283
1944	German	woman	vaip	v ai p	543	v ai p	c446 d030 c288	962	stan1295
2134	Dutch	worm	ʋɔrm	ʋ ɔ r m	607	ʋ ɔ r m	c424 v067 c151 c239	1219	dutc1256
2135	Swedish	worm	masːk	m a sː k	606	m a sː k	c239 v130 c070 c831	1219	swed1254
2136	English	worm	ʋɜːrm	ʋ ɜː r m	607	ʋ ɜː r m	c424 v150 c151 c239	1219	stan1293
2137	German	worm	vʊrm	v ʊ r m	607	v ʊ r m	c446 v056 c151 c239	1219	stan1295
2138	Spanish	worm	berme	b e r m e	607	b e r m e	c254 v200 c151 c239 v200	1219	stan1288
2139	Danish	worm	oʁˀm	o ʁˀ m	607	o ʁˀ m	v042 c838 c239	1219	dani1285
2140	Bulgarian	worm	ʧɛrvɛj	ʧ ɛ r v ɛ j	608	tʃ ɛ r v ɛ j	c645 v229 c151 c446 v229 c564	1219	bulg1262
2141	Greek	worm	skulici	s k u l i c i	605	s k u l i c i	c087 c831 v027 c548 v191 c600 v191	1219	mode1248
2142	Romanian	worm	vjerme	v j e r m e	607	v j e r m e	c446 c564 v200 c151 c239 v200	1219	roma1327
2143	Russian	worm	ʧerfʲ	ʧ e r fʲ	608	tʃ e r fʲ	c645 v200 c151 c430	1219	russ1263
2144	Polish	worm	ʧɛrf	ʧ ɛ r f	608	tʃ ɛ r f	c645 v229 c151 c447	1219	poli1260
2145	Norwegian	worm	mɑɾk	m ɑ ɾ k	606	m ɑ ɾ k	c239 v089 c064 c831	1219	norw1258
2146	French	worm	vɛʁ	v ɛ ʁ	607	v ɛ ʁ	c446 v229 c733	1219	stan1290
2147	Czech	worm	ʧɛrf	ʧ ɛ r f	608	tʃ ɛ r f	c645 v229 c151 c447	1219	czec1258
2148	Icelandic	worm	ɔrmʏr	ɔ r m ʏ r	607	ɔ r m ʏ r	v067 c151 c239 v173 c151	1219	icel1247
2149	Italian	worm	vɛrme	v ɛ r m e	607	v ɛ r m e	c446 v229 c151 c239 v200	1219	ital1282
2150	Hindi	worm	kiːɽaː	k iː ɽ aː	-604	k iː ɽ aː	c831 v183 c697 v137	1219	hind1269
2151	Portuguese	worm	vɛrmə	v ɛ r m ə	607	v ɛ r m ə	c446 v229 c151 c239 v155	1219	port1283
2152	Dutch	worm	maːdə	m aː d ə	606	m aː d ə	c239 v137 c143 v155	1219	dutc1256
2153	Icelandic	worm	maθkʏr	m a θ k ʏ r	606	m a θ k ʏ r	c239 v130 c413 c831 v173 c151	1219	icel1247
2154	Dutch	year	jaːr	j aː r	614	j aː r	c564 v137 c151	1226	dutc1256
2155	Swedish	year	oːr	oː r	614	oː r	v035 c151	1226	swed1254
2156	English	year	jɪər	j ɪ ə r	614	j ɪ ə r	c564 v219 v155 c151	1226	stan1293
2157	German	year	jaːr	j aː r	614	j aː r	c564 v137 c151	1226	stan1295
2158	Spanish	year	aɲo	a ɲ o	611	a ɲ o	v130 c589 v042	1226	stan1288
2159	Danish	year	ɒˀʁ	ɒˀ ʁ	614	ɒˀ ʁ	v249 c733	1226	dani1285
2160	Bulgarian	year	ɡodinə	ɡ o d i n ə	615	g o d i n ə	c824 v042 c143 v191 c105 v155	1226	bulg1262
