ID	DOCULECT	CONCEPT	IDS_ID	COUNTERPART	IPA	COGID	TOKENS	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOTTOLOG
2245	French	to follow	10.52	suivre	sɥivʀ	1778	s ɥ i v ʀ	s ɥ i v ʀ	c087 c453 v191 c446 c761	1085	FOLLOW	stan1290
2246	Dutch	to follow	10.52	volgen	vɔlɣə	1777	v ɔ l ɣ ə	v ɔ l ɣ ə	c446 v067 c548 c774 v155	1085	FOLLOW	dutc1256
2247	English	to follow	10.52	follow	fɔləʊ	1777	f ɔ l əʊ	f ɔ l əu	c447 v067 c548 d029	1085	FOLLOW	stan1293
2028	German	to forge	9.61	schmieden	ʃmiːdən	1648	ʃ m iː d ə n	ʃ m iː d ə n	c677 c239 v183 c143 v155 c105	288	FORGE	stan1295
2029	French	to forge	9.61	forger	fɔʀʒe	1649	f ɔ ʀ ʒ e	f ɔ ʀ ʒ e	c447 v067 c761 c679 v200	288	FORGE	stan1290
2030	Dutch	to forge	9.61	smeden	smeːdə	1648	s m eː d ə	s m eː d ə	c087 c239 v202 c143 v155	288	FORGE	dutc1256
2031	English	to forge	9.61	forge	fɔːʤ	-1649	f ɔː ʤ	f ɔː dʒ	c447 v065 c649	288	FORGE	stan1293
2570	German	to gather	12.21	sammeln	zaməln	2219	z a m ə l n	z a m ə l n	c078 v130 c239 v155 c548 c105	7	GATHER	stan1295
2571	French	to gather	12.21	recueillir	ʀəkœjiʀ	2221	ʀ ə k œ j i ʀ	ʀ ə k œ j i ʀ	c761 v155 c831 v178 c564 v191 c761	7	GATHER	stan1290
2572	French	to gather	12.21	rassembler	ʀasɑ̃ble	2223	ʀ a s ɑ̃ b l e	ʀ a s ɑ̃ b l e	c761 v130 c087 v088 c254 c548 v200	7	GATHER	stan1290
2573	Dutch	to gather	12.21	verzamelen	vər#zaːmələ	2219	v ə r # z aː m ə l ə	v ə r _ z aː m ə l ə	c446 v155 c151 m001 c078 v137 c239 v155 c548 v155	7	GATHER	dutc1256
2574	English	to gather	12.21	gather	ɡæðər	2220	ɡ æ ð ə r	g æ ð ə r	c824 v198 c415 v155 c151	7	GATHER	stan1293
2575	English	to gather	12.21	collect	kəlɛkt	2222	k ə l ɛ k t	k ə l ɛ k t	c831 v155 c548 v229 c831 c118	7	GATHER	stan1293
2390	German	to get	11.16	kriegen	kriːɡən	1394	k r iː ɡ ə n	k r iː g ə n	c831 c151 v183 c824 v155 c105	694	GET	stan1295
2391	French	to get	11.16	obtenir	ɔptəniʀ	1396	ɔ p t ə n i ʀ	ɔ p t ə n i ʀ	v067 c288 c118 v155 c105 v191 c761	694	GET	stan1290
2392	Dutch	to get	11.16	krijgen	krɛɪɣə	1394	k r ɛɪ ɣ ə	k r ɛi ɣ ə	c831 c151 d059 c774 v155	694	GET	dutc1256
2393	English	to get	11.16	get	ɡɛt	1395	ɡ ɛ t	g ɛ t	c824 v229 c118	694	GET	stan1293
2404	German	to give	11.21	geben	ɡeːbən	2086	ɡ eː b ə n	g eː b ə n	c824 v202 c254 v155 c105	1447	GIVE	stan1295
2405	French	to give	11.21	donner	dɔne	2087	d ɔ n e	d ɔ n e	c143 v067 c105 v200	1447	GIVE	stan1290
2406	Dutch	to give	11.21	geven	xeːvə	2086	x eː v ə	x eː v ə	c772 v202 c446 v155	1447	GIVE	dutc1256
2407	English	to give	11.21	give	ɡɪv	2086	ɡ ɪ v	g ɪ v	c824 v219 c446	1447	GIVE	stan1293
2408	German	to give back	11.22	zurückgeben	ʦuːrʏk#ɡeːbən	2082	ʦ uː r ʏ k # ɡ eː b ə n	ts uː r ʏ k _ g eː b ə n	c015 v019 c151 v173 c831 m001 c824 v202 c254 v155 c105	85	GIVE BACK	stan1295
2409	French	to give back	11.22	rendre	ʀɑ̃dʀ	2084	ʀ ɑ̃ d ʀ	ʀ ɑ̃ d ʀ	c761 v088 c143 c761	85	GIVE BACK	stan1290
2410	Dutch	to give back	11.22	teruggeven	tərʉ#ɣeːvə	2082	t ə r ʉ # ɣ eː v ə	t ə r ʉ _ ɣ eː v ə	c118 v155 c151 v102 m001 c774 v202 c446 v155	85	GIVE BACK	dutc1256
2411	English	to give back	11.22	give back	ɡɪv#bæk	2082	ɡ ɪ v # b æ k	g ɪ v _ b æ k	c824 v219 c446 m001 c254 v198 c831	85	GIVE BACK	stan1293
2218	German	to go	10.47	fahren	faːrən	130	f aː r ə n	f aː r ə n	c447 v137 c151 v155 c105	695	GO	stan1295
2219	French	to go	10.47	aller	ale	132	a l e	a l e	v130 c548 v200	695	GO	stan1290
2220	Dutch	to go	10.47	gaan	xaːn	133	x aː n	x aː n	c772 v137 c105	695	GO	dutc1256
2221	English	to go	10.47	go	ɡəʊ	133	ɡ əʊ	g əu	c824 d029	695	GO	stan1293
2227	German	to go out	10.474	ausgehen	aus#ɡeːən	1839	au s # ɡ eː ə n	au s _ g eː ə n	d026 c087 m001 c824 v202 v155 c105	1107	GO OUT	stan1295
2228	French	to go out	10.474	sortir	sɔʀtiʀ	1841	s ɔ ʀ t i ʀ	s ɔ ʀ t i ʀ	c087 v067 c761 c118 v191 c761	1107	GO OUT	stan1290
2229	Dutch	to go out	10.474	weggaan	wɛ#ɣaːn	1839	w ɛ # ɣ aː n	w ɛ _ ɣ aː n	c457 v229 m001 c774 v137 c105	1107	GO OUT	dutc1256
2230	English	to go out	10.474	go out	ɡəʊ#aʊt	1839	ɡ əʊ # aʊ t	g əu _ aʊ t	c824 d029 m001 d028 c118	1107	GO OUT	stan1293
2381	German	to grasp	11.14	greifen	ɡraifən	1401	ɡ r ai f ə n	g r ai f ə n	c824 c151 d030 c447 v155 c105	2021	GRASP	stan1295
2382	French	to grasp	11.14	saisir	seziʀ	1402	s e z i ʀ	s e z i ʀ	c087 v200 c078 v191 c761	2021	GRASP	stan1290
2383	French	to grasp	11.14	attraper	atʀape	1404	a t ʀ a p e	a t ʀ a p e	v130 c118 c761 v130 c288 v200	2021	GRASP	stan1290
2384	Dutch	to grasp	11.14	vastpakken	vɑst#pɑkə	1403	v ɑ s t # p ɑ k ə	v ɑ s t _ p ɑ k ə	c446 v089 c087 c118 m001 c288 v089 c831 v155	2021	GRASP	dutc1256
2385	English	to grasp	11.14	grasp	ɡrɑːsp	1401	ɡ r ɑː s p	g r ɑː s p	c824 c151 v091 c087 c288	2021	GRASP	stan1293
1965	German	to hang up	9.341	aufhängen	auf#hɛŋən	1577	au f # h ɛ ŋ ə n	au f _ h ɛ ŋ ə n	d026 c447 m001 c401 v229 c795 v155 c105	357	HANG UP	stan1295
1966	French	to hang up	9.341	suspendre	syspɑ̃dʀ	1578	s y s p ɑ̃ d ʀ	s y s p ɑ̃ d ʀ	c087 v166 c087 c288 v088 c143 c761	357	HANG UP	stan1290
1967	Dutch	to hang up	9.341	ophangen	ɔp#hɑŋə	1577	ɔ p # h ɑ ŋ ə	ɔ p _ h ɑ ŋ ə	v067 c288 m001 c401 v089 c795 v155	357	HANG UP	dutc1256
1968	English	to hang up	9.341	hang	hæŋ	1577	h æ ŋ	h æ ŋ	c401 v198 c795	357	HANG UP	stan1293
2372	German	to have	11.11	haben	haːbən	1411	h aː b ə n	h aː b ə n	c401 v137 c254 v155 c105	773	HAVE	stan1295
2373	French	to have	11.11	avoir	avwaʀ	1412	a v w a ʀ	a v w a ʀ	v130 c446 c457 v130 c761	773	HAVE	stan1290
2374	Dutch	to have	11.11	hebben	hɛbə	1411	h ɛ b ə	h ɛ b ə	c401 v229 c254 v155	773	HAVE	dutc1256
2375	English	to have	11.11	have	hæv	1411	h æ v	h æ v	c401 v198 c446	773	HAVE	stan1293
2486	German	to hire	11.77	anstellen	an#ʃtɛlən	827	a n # ʃ t ɛ l ə n	a n _ ʃ t ɛ l ə n	v130 c105 m001 c677 c118 v229 c548 v155 c105	856	HIRE	stan1295
2487	French	to hire	11.77	louer	lue	826	l w e	l w e	c548 c457 v200	856	HIRE	stan1290
2488	Dutch	to hire	11.77	aanstellen	aːn#stɛlə	827	aː n # s t ɛ l ə	aː n _ s t ɛ l ə	v137 c105 m001 c087 c118 v229 c548 v155	856	HIRE	dutc1256
2489	English	to hire	11.77	hire	haɪər	825	h aɪ ə r	h aɪ ə r	c401 d032 v155 c151	856	HIRE	stan1293
2386	German	to hold	11.15	halten	haltən	1407	h a l t ə n	h a l t ə n	c401 v130 c548 c118 v155 c105	1448	HOLD	stan1295
2387	French	to hold	11.15	tenir	təniʀ	1406	t ə n i ʀ	t ə n i ʀ	c118 v155 c105 v191 c761	1448	HOLD	stan1290
2388	Dutch	to hold	11.15	vasthouden	vɑst#hɑudə	1407	v ɑ s t # h ɑu d ə	v ɑ s t _ h ɑu d ə	c446 v089 c087 c118 m001 c401 d023 c143 v155	1448	HOLD	dutc1256
2389	English	to hold	11.15	hold	həʊld	1407	h əʊ l d	h əu l d	c401 d029 c548 c143	1448	HOLD	stan1293
2004	German	to hollow out	9.461	aushöhlen	aus#hɶːlən	1855	au s # h ɶː l ə n	au s _ h ɶː l ə n	d026 c087 m001 c401 v172 c548 v155 c105	46	HOLLOW OUT	stan1295
2006	French	to hollow out	9.461	creuser	kʀøze	1856	k ʀ ø z e	k ʀ ø z e	c831 c761 v171 c078 v200	46	HOLLOW OUT	stan1290
2007	Dutch	to hollow out	9.461	uithollen	œyt#hɔlə	1855	œi t # h ɔ l ə	œi t _ h ɔ l ə	d042 c118 m001 c401 v067 c548 v155	46	HOLLOW OUT	dutc1256
2008	English	to hollow out	9.461	hollow	hɔləʊ	1855	h ɔ l əʊ	h ɔ l əu	c401 v067 c548 d029	46	HOLLOW OUT	stan1293
2586	German	to join	12.22	verbinden	fɛr#bɪndən	2185	f ɛ r # b ɪ n d ə n	f ɛ r _ b ɪ n d ə n	c447 v229 c151 m001 c254 v219 c105 c143 v155 c105	1743	JOIN	stan1295
2589	French	to join	12.22	unir	yniʀ	2187	y n i ʀ	y n i ʀ	v166 c105 v191 c761	1743	JOIN	stan1290
2591	Dutch	to join	12.22	verbinden	vər#bɪndə	2185	v ə r # b ɪ n d ə	v ə r _ b ɪ n d ə	c446 v155 c151 m001 c254 v219 c105 c143 v155	1743	JOIN	dutc1256
2592	English	to join	12.22	join	ʤɔɪn	2186	ʤ ɔi n	dʒ ɔi n	c649 d018 c105	1743	JOIN	stan1293
2206	German	to jump	10.43	springen	ʃprɪŋən	137	ʃ p r ɪ ŋ ə n	ʃ p r ɪ ŋ ə n	c677 c288 c151 v219 c795 v155 c105	1829	JUMP	stan1295
2207	French	to jump	10.43	sauter	sote	139	s o t e	s o t e	c087 v042 c118 v200	1829	JUMP	stan1290
2208	Dutch	to jump	10.43	springen	sprɪŋə	137	s p r ɪ ŋ ə	s p r ɪ ŋ ə	c087 c288 c151 v219 c795 v155	1829	JUMP	dutc1256
2209	English	to jump	10.43	jump	ʤʌmp	138	ʤ ʌ m p	dʒ ʌ m p	c649 v097 c239 c288	1829	JUMP	stan1293
2394	German	to keep	11.17	behalten	bə#haltən	1397	b ə # h a l t ə n	b ə _ h a l t ə n	c254 v155 m001 c401 v130 c548 c118 v155 c105	1477	KEEP	stan1295
2395	French	to keep	11.17	garder	ɡaʀde	1399	ɡ a ʀ d e	g a ʀ d e	c824 v130 c761 c143 v200	1477	KEEP	stan1290
2396	French	to keep	11.17	retenir	ʀətəniʀ	1400	ʀ ə t ə n i ʀ	ʀ ə t ə n i ʀ	c761 v155 c118 v155 c105 v191 c761	1477	KEEP	stan1290
2397	Dutch	to keep	11.17	houden	hɑudə	1397	h ɑu d ə	h ɑu d ə	c401 d023 c143 v155	1477	KEEP	dutc1256
2398	English	to keep	11.17	keep	kiːp	1398	k iː p	k iː p	c831 v183 c288	1477	KEEP	stan1293
1068	German	to kill	4.76	töten	tɶːtən	314	t ɶː t ə n	t ɶː t ə n	c118 v172 c118 v155 c105	1417	KILL	stan1295
1069	German	to kill	4.76	erschlagen	ɛr#ʃlaːɡən	317	ɛ r # ʃ l aː ɡ ə n	ɛ r _ ʃ l aː g ə n	v229 c151 m001 c677 c548 v137 c824 v155 c105	1417	KILL	stan1295
1070	German	to kill	4.76	umbringen	ʊm#brɪŋən	318	ʊ m # b r ɪ ŋ ə n	ʊ m _ b r ɪ ŋ ə n	v056 c239 m001 c254 c151 v219 c795 v155 c105	1417	KILL	stan1295
1071	French	to kill	4.76	tuer	tɥe	6021	t ɥ e	t ɥ e	c118 c453 v200	1417	KILL	stan1290
1072	Dutch	to kill	4.76	doden	doːdə	314	d oː d ə	d oː d ə	c143 v035 c143 v155	1417	KILL	dutc1256
1073	English	to kill	4.76	kill	kɪl	315	k ɪ l	k ɪ l	c831 v219 c548	1417	KILL	stan1293
1336	German	to knead	5.54	kneten	kneːtən	1532	k n eː t ə n	k n eː t ə n	c831 c105 v202 c118 v155 c105	274	KNEAD	stan1295
1337	French	to knead	5.54	pétrir	petʀiʀ	1533	p e t ʀ i ʀ	p e t ʀ i ʀ	c288 v200 c118 c761 v191 c761	274	KNEAD	stan1290
1338	Dutch	to knead	5.54	kneden	kneːdə	1532	k n eː d ə	k n eː d ə	c831 c105 v202 c143 v155	274	KNEAD	dutc1256
1339	English	to knead	5.54	knead	niːd	1532	n iː d	n iː d	c105 v183 c143	274	KNEAD	stan1293
2286	German	to lead	10.64	führen	fyːrən	1416	f yː r ə n	f yː r ə n	c447 v168 c151 v155 c105	43	LEAD (GUIDE)	stan1295
2287	German	to lead	10.64	leiten	laitən	1417	l ai t ə n	l ai t ə n	c548 d030 c118 v155 c105	43	LEAD (GUIDE)	stan1295
2289	French	to lead	10.64	conduire	kɔ̃dɥiʀ	1419	k ɔ̃ d ɥ i ʀ	k ɔ̃ d ɥ i ʀ	c831 v066 c143 c453 v191 c761	43	LEAD (GUIDE)	stan1290
2290	Dutch	to lead	10.64	leiden	lɛɪdə	1417	l ɛɪ d ə	l ɛi d ə	c548 d059 c143 v155	43	LEAD (GUIDE)	dutc1256
2291	English	to lead	10.64	lead	liːd	1417	l iː d	l iː d	c548 v183 c143	43	LEAD (GUIDE)	stan1293
2236	German	to leave	10.49	weggehen	vɛk#ɡeːən	158	v ɛ k # ɡ eː ə n	v ɛ k _ g eː ə n	c446 v229 c831 m001 c824 v202 v155 c105	1752	LEAVE	stan1295
2237	French	to leave	10.49	partir	paʀtiʀ	157	p a ʀ t i ʀ	p a ʀ t i ʀ	c288 v130 c761 c118 v191 c761	1752	LEAVE	stan1290
2238	Dutch	to leave	10.49	weggaan	wɛ#ɣaːn	158	w ɛ # ɣ aː n	w ɛ _ ɣ aː n	c457 v229 m001 c774 v137 c105	1752	LEAVE	dutc1256
2239	English	to leave	10.49	leave	liːv	156	l iː v	l iː v	c548 v183 c446	1752	LEAVE	stan1293
1019	German	to lick	4.59	lecken	lɛkən	1534	l ɛ k ə n	l ɛ k ə n	c548 v229 c831 v155 c105	319	LICK	stan1295
1020	French	to lick	4.59	lécher	leʃe	1534	l e ʃ e	l e ʃ e	c548 v200 c677 v200	319	LICK	stan1290
1021	Dutch	to lick	4.59	likken	lɪkə	1534	l ɪ k ə	l ɪ k ə	c548 v219 c831 v155	319	LICK	dutc1256
1022	English	to lick	4.59	lick	lɪk	1534	l ɪ k	l ɪ k	c548 v219 c831	319	LICK	stan1293
256	German	to light	1.86	anzünden	an#ʦʏndən	1219	a n # ʦ ʏ n d ə n	a n _ ts ʏ n d ə n	v130 c105 m001 c015 v173 c105 c143 v155 c105	737	LIGHT (IGNITE)	stan1295
257	German	to light	1.86	anstecken	an#ʃtɛkən	1222	a n # ʃ t ɛ k ə n	a n _ ʃ t ɛ k ə n	v130 c105 m001 c677 c118 v229 c831 v155 c105	737	LIGHT (IGNITE)	stan1295
258	French	to light	1.86	allumer	a#lyme	1221	a # l y m e	a _ l y m e	v130 m001 c548 v166 c239 v200	737	LIGHT (IGNITE)	stan1290
259	French	to light	1.86	enflammer	ɑ̃#flame	6008	ɑ̃ # f l a m e	ɑ̃ _ f l a m e	v088 m001 c447 c548 v130 c239 v200	737	LIGHT (IGNITE)	stan1290
260	Dutch	to light	1.86	aansteken	aːn#steːkə	1222	aː n # s t eː k ə	aː n _ s t eː k ə	v137 c105 m001 c087 c118 v202 c831 v155	737	LIGHT (IGNITE)	dutc1256
261	English	to light	1.86	light	laɪt	1220	l aɪ t	l aɪ t	c548 d032 c118	737	LIGHT (IGNITE)	stan1293
2214	German	to limp	10.451	hinken	hɪŋkən	961	h ɪ ŋ k ə n	h ɪ ŋ k ə n	c401 v219 c795 c831 v155 c105	366	LIMP	stan1295
2215	French	to limp	10.451	boiter	bwate	963	b w a t e	b w a t e	c254 c457 v130 c118 v200	366	LIMP	stan1290
2216	Dutch	to limp	10.451	hinken	hɪŋkə	961	h ɪ ŋ k ə	h ɪ ŋ k ə	c401 v219 c795 c831 v155	366	LIMP	dutc1256
2217	English	to limp	10.451	limp	lɪmp	962	l ɪ m p	l ɪ m p	c548 v219 c239 c288	366	LIMP	stan1293
1563	German	to live	7.11	wohnen	voːnən	7	v oː n ə n	v oː n ə n	c446 v035 c105 v155 c105	363	DWELL (LIVE, RESIDE)	stan1295
1564	French	to live	7.11	habiter	abite	9	a b i t e	a b i t e	v130 c254 v191 c118 v200	363	DWELL (LIVE, RESIDE)	stan1290
1566	Dutch	to live	7.11	wonen	woːnə	7	w oː n ə	w oː n ə	c457 v035 c105 v155	363	DWELL (LIVE, RESIDE)	dutc1256
1567	English	to live	7.11	live	laɪv	8	l aɪ v	l aɪ v	c548 d032 c446	363	DWELL (LIVE, RESIDE)	stan1293
2430	German	to look for	11.31	suchen	zuːxən	576	z uː x ə n	z uː x ə n	c078 v019 c772 v155 c105	1468	LOOK FOR	stan1295
2431	French	to look for	11.31	chercher	ʃɛʀʃe	578	ʃ ɛ ʀ ʃ e	ʃ ɛ ʀ ʃ e	c677 v229 c761 c677 v200	1468	LOOK FOR	stan1290
2432	Dutch	to look for	11.31	zoeken	zuːkə	576	z uː k ə	z uː k ə	c078 v019 c831 v155	1468	LOOK FOR	dutc1256
2433	English	to look for	11.31	look for	lʊk#fɔːr	577	l ʊ k # f ɔː r	l ʊ k _ f ɔː r	c548 v056 c831 m001 c447 v065 c151	1468	LOOK FOR	stan1293
2434	English	to look for	11.31	seek	siːk	576	s iː k	s iː k	c087 v183 c831	1468	LOOK FOR	stan1293
2439	German	to lose	11.33	verlieren	fɛr#liːrən	581	f ɛ r # l iː r ə n	f ɛ r _ l iː r ə n	c447 v229 c151 m001 c548 v183 c151 v155 c105	1660	LOSE	stan1295
2440	French	to lose	11.33	perdre	pɛʀdʀ	583	p ɛ ʀ d ʀ	p ɛ ʀ d ʀ	c288 v229 c761 c143 c761	1660	LOSE	stan1290
2441	Dutch	to lose	11.33	verliezen	vər#liːzə	581	v ə r # l iː z ə	v ə r _ l iː z ə	c446 v155 c151 m001 c548 v183 c078 v155	1660	LOSE	dutc1256
2442	English	to lose	11.33	lose	luːz	581	l uː z	l uː z	c548 v019 c078	1660	LOSE	stan1293
325	German	to marry	2.33	heiraten	hairaːtən	732	h ai r aː t ə n	h ai r aː t ə n	c401 d030 c151 v137 c118 v155 c105	203	MARRY	stan1295
326	French	to marry	2.33	épouser	epuze	734	e p u z e	e p u z e	v200 c288 v027 c078 v200	203	MARRY	stan1290
327	Dutch	to marry	2.33	trouwen	trɑuwə	735	t r ɑu w ə	t r ɑu w ə	c118 c151 d023 c457 v155	203	MARRY	dutc1256
328	English	to marry	2.33	marry	mærɪ	733	m æ r ɪ	m æ r ɪ	c239 v198 c151 v219	203	MARRY	stan1293
2597	German	to open	12.24	öffnen	œfnən	1479	œ f n ə n	œ f n ə n	v178 c447 c105 v155 c105	1156	OPEN	stan1295
2599	French	to open	12.24	ouvrir	uvʀiʀ	1481	u v ʀ i ʀ	u v ʀ i ʀ	v027 c446 c761 v191 c761	1156	OPEN	stan1290
2600	Dutch	to open	12.24	openen	oːpənə	1479	oː p ə n ə	oː p ə n ə	v035 c288 v155 c105 v155	1156	OPEN	dutc1256
2601	English	to open	12.24	open	əʊpən	1479	əʊ p ə n	əu p ə n	d029 c288 v155 c105	1156	OPEN	stan1293
2470	German	to pay	11.65	bezahlen	bə#ʦaːlən	184	b ə # ʦ aː l ə n	b ə _ ts aː l ə n	c254 v155 m001 c015 v137 c548 v155 c105	718	PAY	stan1295
2471	German	to pay	11.65	zahlen	ʦaːlən	184	ʦ aː l ə n	ts aː l ə n	c015 v137 c548 v155 c105	718	PAY	stan1295
2472	French	to pay	11.65	payer	peje	185	p e j e	p e j e	c288 v200 c564 v200	718	PAY	stan1290
2473	Dutch	to pay	11.65	betalen	bə#taːlə	184	b ə # t aː l ə	b ə _ t aː l ə	c254 v155 m001 c118 v137 c548 v155	718	PAY	dutc1256
2474	English	to pay	11.65	pay	peɪ	-185	p eɪ	p eɪ	c288 d048	718	PAY	stan1293
1316	German	to peel	5.46	schälen	ʃɛːlən	1264	ʃ ɛː l ə n	ʃ ɛː l ə n	c677 v225 c548 v155 c105	275	PEEL	stan1295
1317	French	to peel	5.46	peler	pəle	1265	p ə l e	p ə l e	c288 v155 c548 v200	275	PEEL	stan1290
1318	French	to peel	5.46	éplucher	eplyʃe	1266	e p l y ʃ e	e p l y ʃ e	v200 c288 c548 v166 c677 v200	275	PEEL	stan1290
1319	Dutch	to peel	5.46	pellen	pɛlə	1265	p ɛ l ə	p ɛ l ə	c288 v229 c548 v155	275	PEEL	dutc1256
1320	Dutch	to peel	5.46	schillen	sxɪlə	1264	s x ɪ l ə	s x ɪ l ə	c087 c772 v219 c548 v155	275	PEEL	dutc1256
1321	English	to peel	5.46	peel	piːl	1265	p iː l	p iː l	c288 v183 c548	275	PEEL	stan1293
1004	German	to perspire	4.55	schwitzen	ʃvɪʦən	1535	ʃ v ɪ ʦ ə n	ʃ v ɪ ts ə n	c677 c446 v219 c015 v155 c105	126	SWEAT (PERSPIRE)	stan1295
1005	French	to perspire	4.55	transpirer	tʀɑ̃spiʀe	1536	t ʀ ɑ̃ s p i ʀ e	t ʀ ɑ̃ s p i ʀ e	c118 c761 v088 c087 c288 v191 c761 v200	126	SWEAT (PERSPIRE)	stan1290
1006	French	to perspire	4.55	suer	sɥe	1537	s ɥ e	s ɥ e	c087 c453 v200	126	SWEAT (PERSPIRE)	stan1290
1007	Dutch	to perspire	4.55	zweten	zweːtə	1535	z w eː t ə	z w eː t ə	c078 c457 v202 c118 v155	126	SWEAT (PERSPIRE)	dutc1256
1008	English	to perspire	4.55	sweat	swɛt	1535	s w ɛ t	s w ɛ t	c087 c457 v229 c118	126	SWEAT (PERSPIRE)	stan1293
2581	German	to pile up	12.213	aufhäufen	auf#hɔyfən	2132	au f # h ɔi f ə n	au f _ h ɔi f ə n	d026 c447 m001 c401 d018 c447 v155 c105	1576	PILE UP	stan1295
2582	German	to pile up	12.213	auftürmen	auf#tʏrmən	2136	au f # t ʏ r m ə n	au f _ t ʏ r m ə n	d026 c447 m001 c118 v173 c151 c239 v155 c105	1576	PILE UP	stan1295
2583	French	to pile up	12.213	entasser	ɑ̃tɑse	2134	ɑ̃ t ɑ s e	ɑ̃ t ɑ s e	v088 c118 v089 c087 v200	1576	PILE UP	stan1290
2584	Dutch	to pile up	12.213	opstapelen	ɔpstaːpələ	2135	ɔ p s t aː p ə l ə	ɔ p s t aː p ə l ə	v067 c288 c087 c118 v137 c288 v155 c548 v155	1576	PILE UP	dutc1256
2585	English	to pile up	12.213	pile up	paɪlʌp	2133	p aɪ l ʌ p	p aɪ l ʌ p	c288 d032 c548 v097 c288	1576	PILE UP	stan1293
1802	German	to plant	8.531	pflanzen	p͡flanʦən	-2260	p͡f l a n ʦ ə n	pf l a n ts ə n	c420 c548 v130 c105 c015 v155 c105	1486	PLANT (SOMETHING)	stan1295
1803	French	to plant	8.531	planter	plɑ̃te	2260	p l ɑ̃ t e	p l ɑ̃ t e	c288 c548 v088 c118 v200	1486	PLANT (SOMETHING)	stan1290
1804	Dutch	to plant	8.531	planten	plɑntə	-2260	p l ɑ n t ə	p l ɑ n t ə	c288 c548 v089 c105 c118 v155	1486	PLANT (SOMETHING)	dutc1256
1805	English	to plant	8.531	plant	plɑːnt	-2260	p l ɑː n t	p l ɑː n t	c288 c548 v091 c105 c118	1486	PLANT (SOMETHING)	stan1293
1716	German	to plough/plow	8.21	pflügen	p͡flyːɡən	2108	p͡f l yː ɡ ə n	pf l yː g ə n	c420 c548 v168 c824 v155 c105	1921	PLOUGH	stan1295
1717	French	to plough/plow	8.21	labourer	labuʀe	2109	l a b u ʀ e	l a b u ʀ e	c548 v130 c254 v027 c761 v200	1921	PLOUGH	stan1290
1718	French	to plough/plow	8.21	charrue	ʃaʀy	2110	ʃ a ʀ y	ʃ a ʀ y	c677 v130 c761 v166	1921	PLOUGH	stan1290
1719	Dutch	to plough/plow	8.21	ploegen	pluːɣə	2108	p l uː ɣ ə	p l uː ɣ ə	c288 c548 v019 c774 v155	1921	PLOUGH	dutc1256
1720	English	to plough/plow	8.21	plough	plaʊ	2108	p l aʊ	p l aʊ	c288 c548 d028	1921	PLOUGH	stan1293
1975	German	to pour	9.35	giessen	ɡiːsən	188	ɡ iː s ə n	g iː s ə n	c824 v183 c087 v155 c105	1487	POUR	stan1295
1976	German	to pour	9.35	schütten	ʃʏtən	192	ʃ ʏ t ə n	ʃ ʏ t ə n	c677 v173 c118 v155 c105	1487	POUR	stan1295
1977	German	to pour	9.35	schenken	ʃɛŋkən	191	ʃ ɛ ŋ k ə n	ʃ ɛ ŋ k ə n	c677 v229 c795 c831 v155 c105	1487	POUR	stan1295
1978	French	to pour	9.35	verser	vɛʀse	190	v ɛ ʀ s e	v ɛ ʀ s e	c446 v229 c761 c087 v200	1487	POUR	stan1290
1979	Dutch	to pour	9.35	schenken	sxɛŋkə	191	s x ɛ ŋ k ə	s x ɛ ŋ k ə	c087 c772 v229 c795 c831 v155	1487	POUR	dutc1256
1980	English	to pour	9.35	pour	pɔːr	189	p ɔː r	p ɔː r	c288 v065 c151	1487	POUR	stan1293
2413	German	to preserve	11.24	bewahren	bə#vaːrən	2091	b ə # v aː r ə n	b ə _ v aː r ə n	c254 v155 m001 c446 v137 c151 v155 c105	1997	PRESERVE	stan1295
2414	French	to preserve	11.24	préserver	pʀezɛʀve	2092	p ʀ e z ɛ ʀ v e	p ʀ e z ɛ ʀ v e	c288 c761 v200 c078 v229 c761 c446 v200	1997	PRESERVE	stan1290
2415	Dutch	to preserve	11.24	behouden	bə#hɑudə	2093	b ə # h ɑu d ə	b ə _ h ɑu d ə	c254 v155 m001 c401 d023 c143 v155	1997	PRESERVE	dutc1256
2416	Dutch	to preserve	11.24	bewaren	bə#waːrə	2091	b ə # w aː r ə	b ə _ w aː r ə	c254 v155 m001 c457 v137 c151 v155	1997	PRESERVE	dutc1256
2417	English	to preserve	11.24	preserve	prɪzɜːv	-2092	p r ɪ z ɜː v	p r ɪ z ɜː v	c288 c151 v219 c078 v150 c446	1997	PRESERVE	stan1293
2302	German	to push	10.67	stoßen	ʃtoːsən	1427	ʃ t oː s ə n	ʃ t oː s ə n	c677 c118 v035 c087 v155 c105	1452	PUSH	stan1295
2304	French	to push	10.67	pousser	puse	1428	p u s e	p u s e	c288 v027 c087 v200	1452	PUSH	stan1290
2305	Dutch	to push	10.67	duwen	dyːwə	1429	d yː w ə	d yː w ə	c143 v168 c457 v155	1452	PUSH	dutc1256
2306	English	to push	10.67	push	pʊʃ	-1428	p ʊ ʃ	p ʊ ʃ	c288 v056 c677	1452	PUSH	stan1293
2553	German	to put	12.12	setzen	zɛʦən	964	z ɛ ʦ ə n	z ɛ ts ə n	c078 v229 c015 v155 c105	998	PUT	stan1295
